1;47,222279;38,86743;Таганрог;отсутствует;8;21
2;47,22202065;38,86757799;Таганрог;http://yug-farma.ru/;8;21
3;47,221314;38,867697;Таганрог;отсутствует;8;21
4;47,22174;38,867741;Таганрог;social-apteka.ru;8;22
5;47,22292438;38,86669613;Таганрог;отсутствует;8;21
6;47,23045;38,894989;Таганрог;отсутствует;-1;-1
7;47,23052381;38,90198782;Таганрог;отсутствует;8;20
8;47,248992;38,918833;Таганрог;https://social-apteka.ru;0;25
9;47,248851;38,918331;Таганрог;отсутствует;0;25
10;47,25184603;38,91822255;Таганрог;отсутствует;8;21
11;47,257767;38,917658;Таганрог;http://yug-farma.ru/pharmacy/62;7;22
12;47,2545277;38,91760767;Таганрог;https://apteka-april.ru/;8;20
13;47,25358464;38,91858972;Таганрог;отсутствует;8;17
14;47,26051133;38,91755139;Таганрог;отсутствует;8;20
15;47,227882;38,870523;Таганрог;http://www.sovetapteka.ru/;9;21
16;47,259256;38,917607;Таганрог;отсутствует;-1;-1
17;47,259746;38,911704;Таганрог;https://social-apteka.ru/;8;21
18;47,262091;38,917142;Таганрог;http://social-apteka.ru/;8;22
19;47,260539;38,913886;Таганрог;https://www.дешёваяаптека.рф;8;20
20;47,21852415;38,9209321;Таганрог;отсутствует;8;20
21;47,25990019;38,91240112;Таганрог;https://apteka-april.ru/;8;20
22;47,24974;38,918692;Таганрог;отсутствует;8;21
23;47,221822;38,916295;Таганрог;отсутствует;0;25
24;47,275742;38,905516;Таганрог;http://www.maks-farm.ru/;8;22
25;47,26549632;38,89533464;Таганрог;отсутствует;-1;-1
26;47,259101;38,911236;Таганрог;https://vitaexpress.ru/;9;19
27;47,261912;38,916472;Таганрог; http://www.stoletov.ru/;7;22
28;47,262472;38,91802;Таганрог;отсутствует;8;20
29;47,26303337;38,9188551;Таганрог;отсутствует;7;22
30;47,26269844;38,91990653;Таганрог;https://www.дешёваяаптека.рф;8;20
31;47,26290959;38,92051807;Таганрог;отсутствует;8;22
32;47,258844;38,90185;Таганрог;https://stoletov.ru/;8;19
33;47,230529;38,874929;Таганрог;http://www.planetazdorovo.ru/;0;25
34;47,240897;38,88193;Таганрог;отсутствует;-1;-1
35;47,220667;38,867501;Таганрог;https://www.дешёваяаптека.рф;8;20
36;47,220777;38,889415;Таганрог;отсутствует;8;20
37;47,213459;38,923422;Таганрог;отсутствует;-1;-1
38;47,213136;38,91693;Таганрог;http://social-apteka.ru/;7;21
39;47,25421567;38,92492263;Таганрог;отсутствует;8;21
40;47,250241;38,910153;Таганрог;http://tsgprostor.ru/;-1;-1
41;47,24006282;38,91780292;Таганрог;отсутствует;8;22
42;47,239904;38,886871;Таганрог;отсутствует;8;20
43;47,227257;38,876425;Таганрог;отсутствует;8;21
44;47,20790014;38,89240146;Таганрог;http://yug-farma.ru/;8;21
45;47,20953954;38,89054101;Таганрог;https://www.дешёваяаптека.рф;8;20
46;47,20438702;38,89730368;Таганрог;http://tagvetklinik.ru/;0;25
47;47,21883;38,920749;Таганрог;отсутствует;8;22
48;47,21803032;38,85713601;Таганрог;http://social-apteka.ru/;8;22
49;47,217118;38,923642;Таганрог;http://social-apteka.ru/;8;21
50;47,21216748;38,91537366;Таганрог;https://www.дешёваяаптека.рф;7;19
51;47,212646;38,916443;Таганрог;отсутствует;-1;-1
52;47,212612;38,925399;Таганрог;отсутствует;8;21
53;47,213942;38,927743;Таганрог;https://www.дешёваяаптека.рф;8;20
54;47,21082061;38,923909;Таганрог;http://doctor-bobok.ru/?page_id=87;-1;-1
55;47,208858;38,93347;Таганрог;https://social-apteka.ru/;8;22
56;47,20749095;38,94189545;Таганрог;отсутствует;9;21
57;47,2605;38,917553;Таганрог;https://apteka-april.ru/;8;20
58;47,27151613;38,93087673;Таганрог;отсутствует;-1;-1
59;47,277666;38,925037;Таганрог;http://www.maks-farm.ru/;8;22
60;47,27604;38,927493;Таганрог;отсутствует;-1;-1
61;47,22127925;38,86730057;Таганрог;отсутствует;0;25
62;47,205514;38,893929;Таганрог;отсутствует;8;20
63;47,201965;38,890456;Таганрог;https://apteka-april.ru/;8;20
64;47,203493;38,906904;Таганрог;http://www.maks-farm.ru/;8;21
65;47,218246;38,92075;Таганрог;https://www.дешёваяаптека.рф;8;20
66;47,216629;38,924175;Таганрог; https://refarma.ru/;7,5;21,5
67;47,213129;38,93292;Таганрог;отсутствует;9;20
68;47,208809;38,939055;Таганрог;http://social-apteka.ru/;8;22
69;47,262285;38,895938;Таганрог;отсутствует;-1;-1
70;47,26200898;38,93889939;Таганрог; http://www.stoletov.ru/;8;20
71;47,23087834;38,87504903;Таганрог;отсутствует;-1;-1
72;47,222789;38,865522;Таганрог;отсутствует;8;20
73;47,219279;38,862427;Таганрог;отсутствует;-1;-1
74;47,22210354;38,86037356;Таганрог;отсутствует;-1;-1
75;47,220797;38,859398;Таганрог;отсутствует;9;21
76;47,211603;38,9114;Таганрог;отсутствует;8;18
77;47,214302;38,917674;Таганрог;отсутствует;-1;-1
78;47,215247;38,916891;Таганрог;отсутствует;-1;-1
79;47,225338;38,919512;Таганрог;отсутствует;9;21
80;47,21788113;38,85672462;Таганрог;отсутствует;8;22
81;47,218641;38,857024;Таганрог;http://yug-farma.ru/;8;21
82;47,22003;38,865272;Таганрог;отсутствует;8;20
83;47,276749;38,916242;Таганрог;http://maks-farm.ru/;8;21
84;47,272018;38,900355;Таганрог;отсутствует;8;20
85;47,239716;38,917002;Таганрог;отсутствует;8;21
86;47,217292;38,913169;Таганрог;отсутствует;9;20
87;47,215244;38,916903;Таганрог;отсутствует;8;20
88;47,21211952;38,91700327;Таганрог;https://www.дешёваяаптека.рф;7;17
89;47,211902;38,918238;Таганрог;https://www.aptekarsk.ru/russia/taganrog/;7;17
90;47,21276923;38,91673738;Таганрог;https://apteka-april.ru/;7;17
91;47,2083;38,934612;Таганрог;https://www.дешёваяаптека.рф;8;21
92;47,2213399;38,91679076;Таганрог;https://apteka-april.ru/;7,5;20,5
93;47,26816967;38,92367836;Таганрог;отсутствует;8;20
94;47,26727345;38,92167802;Таганрог;отсутствует;-1;-1
95;47,26230316;38,9198138;Таганрог;отсутствует;-1;-1
96;47,25262562;38,9170887;Таганрог;https://vitaexpress.ru/;8;21
97;47,25050261;38,91835944;Таганрог;https://apteka-april.ru/;8;20
98;47,243216;38,882113;Таганрог;https://apteka-sklad.com/;8;20
99;47,21683;38,850199;Таганрог;отсутствует;8;20
100;47,221786;38,859312;Таганрог;https://vitaexpress.ru/;9;20
101;47,20944489;38,8901305;Таганрог;https://vitaexpress.ru/;-1;-1
102;47,21254922;38,91476466;Таганрог;https://vitaexpress.ru/;7;19
103;47,217723;38,898639;Таганрог;https://marmeladmall.ru/rigla/;10;22
104;47,2152302;38,91824734;Таганрог;отсутствует;8;20
105;47,27571976;38,90646544;Таганрог;отсутствует;8;20
106;47,267269;38,921682;Таганрог;https://refarma.ru/;8;22
107;47,26237163;38,89502846;Таганрог;отсутствует;8;20
108;47,25083286;38,9124249;Таганрог;отсутствует;-1;-1
109;47,23675483;38,9204006;Таганрог;отсутствует;8;20
110;47,205086;38,942699;Таганрог;отсутствует;-1;-1
111;47,21398198;38,92897112;Таганрог;отсутствует;8;20
112;47,21827345;38,85817913;Таганрог;https://apteka-april.ru/;-1;-1
113;47,267613;38,922877;Таганрог;https://superapteka.ru/;8;19
114;47,25943828;38,90951178;Таганрог;отсутствует;9;19
115;47,24970805;38,92344652;Таганрог;отсутствует;-1;-1
116;47,23437;38,90177;Таганрог;отсутствует;8;21
117;47,22259181;38,91879643;Таганрог;отсутствует;15;19
118;47,21831599;38,92049845;Таганрог;https://apteka61plus.ru/;-1;-1
119;47,21102029;38,91665299;Таганрог;отсутствует;9;17
120;47,23516;38,90163;Таганрог;magnit.ru;9;21
121;47,23562;38,90562;Таганрог;отсутствует;8;21
122;47,22817499;38,90887202;Таганрог;отсутствует;8;20
123;47,25146072;38,91699429;Таганрог;отсутствует;-1;-1
124;47,27855024;38,92484652;Таганрог;magnit.ru;9;21
125;47,27827231;38,91849741;Таганрог;magnit.ru;9;21
126;47,24805353;38,91834106;Таганрог;отсутствует;8;20
127;47,2512306;38,91156069;Таганрог;magnit.ru;9,5;21
128;47,23849072;38,87402124;Таганрог;отсутствует;9;21
129;47,240254;38,88453;Таганрог;https://www.дешёваяаптека.рф;8;20
130;47,212537;38,924709;Таганрог;отсутствует;8;21
131;47,222471;38,884039;Таганрог;отсутствует;8;20
132;47,221301;38,914852;Таганрог;отсутствует;7;19
133;47,233731;38,874094;Таганрог;отсутствует;9,5;21,5
134;47,204765;38,939804;Таганрог;yug-farma.ru;8;22
135;47,23581;38,874311;Таганрог;отсутствует;8;20
136;47,200399;38,908713;Таганрог;отсутствует;9;17
137;47,226564;38,862293;Таганрог;отсутствует;8;20
138;47,21786047;38,8509836;Таганрог;отсутствует;8;21
139;47,24134802;38,88505311;Таганрог;отсутствует;8;20
140;47,244077;38,882271;Таганрог;отсутствует;9;17
141;47,20554445;38,89436643;Таганрог;отсутствует;8;20
142;47,24570973;38,89161849;Таганрог;отсутствует;8;21
143;47,26195495;38,93315222;Таганрог;https://apteka-svoi-ludi.business.site/;8;21
144;47,21299698;38,9187538;Таганрог;отсутствует;8;18
145;47,21145456;38,91781132;Таганрог;отсутствует;8;17
146;47,2199771;38,89333192;Таганрог;apteka-april.ru;8;20
147;47,22051666;38,89066343;Таганрог;отсутствует;8;20
148;47,23682611;38,91914995;Таганрог;отсутствует;8;20
149;47,22521096;38,88565974;Таганрог;отсутствует;8;20
150;47,22277224;38,88360572;Таганрог;отсутствует;8;21
151;47,23509081;38,87470181;Таганрог;отсутствует;8;19
152;47,22682934;38,87503476;Таганрог;отсутствует;8;21
153;47,21603977;38,86185552;Таганрог;отсутствует;10;22
154;47,26248023;38,94257307;Таганрог;отсутствует;-1;-1
155;47,23490846;38,90145138;Таганрог;отсутствует;-1;-1
156;47,22860175;38,90835002;Таганрог;отсутствует;8;20
