1;47,222279;38,86743;Таганрог;Аптека №3;отсутствует;88634378805;8;21
2;47,22202065;38,86757799;Таганрог;Юг-Фарма;http://yug-farma.ru/;88634431302;8;21
3;47,221314;38,867697;Таганрог;Implozia;отсутствует;88001001112;8;21
4;47,22174;38,867741;Таганрог;Соцаиальная Аптека №14;social-apteka.ru;88001000103;8;22
5;47,22292438;38,86669613;Таганрог;Гамма-7;отсутствует;отсутствует;8;21
6;47,23045;38,894989;Таганрог;Аптека;отсутствует;88634641241;-1;-1
7;47,23052381;38,90198782;Таганрог;ЛитФарм;отсутствует;88634312244;8;20
8;47,248992;38,918833;Таганрог;Социальная Аптека;https://social-apteka.ru;88634625543;0;25
9;47,248851;38,918331;Таганрог;Круглосуточная Аптека;отсутствует;отсутствует;0;25
10;47,25184603;38,91822255;Таганрог;Юг-Фарма;отсутствует;отсутствует;8;21
11;47,257767;38,917658;Таганрог;Юг-Фарма;http://yug-farma.ru/pharmacy/62;88632690908;7;22
12;47,2545277;38,91760767;Таганрог;Аптека Апрель;https://apteka-april.ru/;88002009001;8;20
13;47,25358464;38,91858972;Таганрог;Аптека Консультативно-диагностический центр;отсутствует;88634603642;8;17
14;47,26051133;38,91755139;Таганрог;Аптека;отсутствует;88634375235;8;20
15;47,227882;38,870523;Таганрог;Советская Аптека;http://www.sovetapteka.ru/;89287566304;9;21
16;47,259256;38,917607;Таганрог;Аптека Нектар;отсутствует;отсутствует;-1;-1
17;47,259746;38,911704;Таганрог;Социальная Аптека;https://social-apteka.ru/;88001000103;8;21
18;47,262091;38,917142;Таганрог;Социальная Аптека;http://social-apteka.ru/;88634602206;8;22
19;47,260539;38,913886;Таганрог;Дешёвая Аптека;https://www.дешёваяаптека.рф;88634601875;8;20
20;47,21852415;38,9209321;Таганрог;ЛитФарм;отсутствует;88634312244;8;20
21;47,25990019;38,91240112;Таганрог;Аптека Апрель;https://apteka-april.ru/;88002009001;8;20
22;47,24974;38,918692;Таганрог;Аптека №507 Биотэк-Дон ООО;отсутствует;отсутствует;8;21
23;47,221822;38,916295;Таганрог;Донская Аптека;отсутствует;88634621844;0;25
24;47,275742;38,905516;Таганрог;МаксФарм;http://www.maks-farm.ru/;88634683330;8;22
25;47,26549632;38,89533464;Таганрог;Супер-фарма;отсутствует;88634360620;-1;-1
26;47,259101;38,911236;Таганрог;Аптека ВИТА Эксперсс;https://vitaexpress.ru/;88007550003;9;19
27;47,261912;38,916472;Таганрог;Фармада; http://www.stoletov.ru/;88634678300;7;22
28;47,262472;38,91802;Таганрог;Хорошая Аптека;отсутствует;88634679867;8;20
